Protein IDs	Only identified by site
E5RFI2	+
E5RFM9	
E5RFQ1;Q9UH73;Q9UH73-2;A0A087WTE5;V9GYU8	
E5RG12;E5RHD3	+
E5RG28	
E5RG95	
O00451;E5RGR6;O00451-3	
Q9H6H4;E5RGS2;Q9H6H4-2	
Q9NRG0;E5RGS9	
Q96MH6;E5RGT2;Q96MH6-2;H0YC64;E5RJN2;E5RHU1;E5RJI9;H0YAY9;Q49A68;H0YAX4;E5RJ96	
E5RGW4	
Q93045;E5RGX5;Q93045-2;Q9H169;E5RIR6;E7EVN3;Q9H169-3;Q9H169-4;Q9H169-2	
Q8N2R0;E5RH47;E5RGY8;E5RH04;Q8N2R0-2;Q8N2R0-3	
Q9BV47;E5RHD0	
E5RHE1;E5RFL1	
E5RHE7	+
E5RHG9	
E5RHR7	
O94905;E5RHW4;E5RJ09;O94905-2;O94905-3	
E5RI09	+
E5RI41	+
E5RI98	+
E5RIH3	
Q6NXR4;E5RIH5;E5RHM7	
E5RIQ5;Q9BX73-2;Q9BX73	
O75347;E5RIW3;E5RJD8;E5RHG6;O75347-2;E5RIX8	
E5RJ52;H0YBA0;H0YAY4	+
E5RJ62;E5RIU5;A0A0C4DGD8;E5RIL4;E5RJ87;E5RGP9;E5RFZ6;E5RGN8;E5RK56;E5RFT5;E5RHG2;E5RJD1	
E5RJB2	+
O15182;E5RK82;E5RJF8;E5RFM2;H0YBL5;E5RH67	
E5RJH9	+
E5RK69	
Q7L5N1;E7EM64;H7C3T0	
Q32M88;E7EMA9;Q32M88-2;B8ZZ60;H0YCL6;H3BM00	
Q96FZ2;E7EMP6;D6R9T3;D6RGK7;D6RAZ3;D6RAI0	
P61916;J3KMY5;G3V3E8;E7EMS2;G3V3D1;H0YIZ1;G3V2V8;P61916-2	
P04798;E7EMT5;Q5J9B1;P04798-2;A4F3V8;P04798-3;P05177;P05177-2	
O00305;E7EN11;H0Y476;O00305-4;O00305-2;O00305-3	
E7EN19	
Q8IZA0;E7EN73;Q8IZA0-2;C9J519;Q8IZA0-3;B1AN15;H0Y4S8;C9JQ56;C9JVB2;B4DYG9	
Q15528;E9PGW7;Q5T8T7;E7EN96;Q5T8T8;Q15528-2	
P04070;E7END6;P04070-2;H7BYX9	
E7ENL6;P12111-4	
E7ENX8;Q03519-2	+
Q9NUW8;G3V2F4;E7EPD8;Q9NUW8-2;G3V2J6;G3V4W8;G3V5H9;G3V2U6;Q9BRS7;G3V554;G3V3Q0;G3V5F9;G3V5B8;H0YJ44	
E7EPD9;H7BXS2;Q9NRC1;B7Z4U3;B7Z4L1;Q9NRC1-4;Q9NRC1-3;Q9NRC1-2;E7EPW5;G3XAH9;Q9NRC1-6;Q9NRC1-5;E9PCV1;C9JU30;E7ENZ9;Q9NRC1-7;Q8TDW4;Q8TDW4-6;Q8TDW4-2;Q8TDW4-7;Q8TDW4-5;Q8TDW4-3;Q8TDW4-4;C9JRQ0;C9JRW1;E9PF01;E7EMS3;C9JZV9;Q5TEH7	
Q9P2D0;E7EPI0;Q9P2D0-2;E9PDR5;D6R9F4;H0Y9N7;Q9P2D0-3	
Q9Y520;E7EPN9;Q9Y520-4;Q9Y520-5;Q9Y520-7;Q9Y520-6;Q9Y520-3;Q9Y520-2;H7C5N8;A0A0A0MS30	
O14757;J3KN87;E7EPP6;O14757-2;O14757-3;E9PPA5;E9PJI4;E9PKQ3;A0A087WT52	
Q6ZWJ1;E7EPP7;B5MCT9;Q6ZWJ1-2	
Q9BRN9;Q9BRN9-2;E7EPS7;H0YNS4;H0YNF6;B3KT51;H0YM84	
P28827;E7EPS8;P28827-2;J3QRB4;Q49AC9;J3QLI4;J3KT55;J3KRV2	
P19404;E7EPT4	
P22105;E7EPZ9;P22105-3;P22105-4;A0A087X0I0;P22105-2;Q16473;C9J7W4	
E7EQ12;D6RC54;D6RAA8	
O14653;E7EQ34;O14653-2;O14653-3;I3L4Z6;I3L0K1;I3L1K7;I3L3V4;I3NI02	
Q9H0R1;E7EQ45;Q9H0R1-2;G3V3L4	
Q03112-3;E7EQ57;C9JU02	
Q9GZZ1;E7EQ69;C9J5D1;B0AZT5;C9JZU6	
E7EQ72	
P02788;E7EQB2;E7ER44;P02788-2;C9JCF5	
Q9BSV6;E7EQB3;B0V3J0;A9C4B9;A0A0G2JNK5	
P15311;E7EQR4	
Q9GZM5;E7EQR8;D6RFI3;D6RGY8;H0Y9A1	
E7EQR9	
E7EQT4;Q9UKV3;Q9UKV3-2;Q9UKV3-3;G3V3B0;A0A087WYN3	+
O15347;E9PES6;E7ES08;E7EQU1	
Q16637;E7EQZ4;Q16637-4;Q16637-2;Q16637-3;B4DP61;A0A0G2JRX5;A0A0G2JQN8;A0A0G2JRY6	
Q9NR63;E7ER08;Q9NR63-2;Q9NR63-3	
P57071;E7ER26;P57071-3;P57071-2;Q4W8S1;P57071-6;P57071-5	
Q9UKU0;E7ERD7;Q9UKU0-5;Q9UKU0-3;Q9UKU0-6;Q9UKU0-7;Q9UKU0-9;Q9UKU0-8;Q9UKU0-1;C9J8C7;C9J4I1;C9JK59;C9J3Z0;C9JT10;C9JPA5	
E7ERH1;E7EMG1;Q9HBL0-2;C9J8K5	
E7ERI1	+
E7ERI8;E7EW49;O75122-3	
Q17R89;F5H6L3;E7ERK8;Q17R89-2;Q17R89-3;J3KRS3	
Q9UI10;E7ERK9;A0A087WW69;F8W8L6	
E7ERR0;Q9BQ90;F8W6A4	
Q86VM9;E7ERS3;Q86VM9-2;H3BP01;H3BRH3;H3BRN6;H3BPD0	
E7ERZ2;F8WDV1;Q9Y535-2;Q9Y535;F8WDS5	
Q5TAT6;Q5TAT6-8;E7EX21;E7ES50;Q5TAT6-11;Q5TAT6-9;Q5TAT6-10;Q5TAT6-4;Q5TAT6-3;Q5TAT6-7;Q5TAT6-2;Q5TAT6-5;Q5TAT6-6	
P49768;E7ES96;P49768-2;P49768-7;P49768-3;P49768-5;P49768-6;G3V3Z0;E5RFW4;G3V499;G3V2G7;E5RG63;P49768-4	
Q7L5Y9;E7ESC7;Q7L5Y9-3;Q7L5Y9-2;B4DVN3;D6RIB6;Q7L5Y9-4;D6REW7;D6RE80;D6RDW4;Q7L5Y9-5;D6RA86;D6R8Z3	
Q9UPS8;Q9UPS8-2;E7ESJ3;Q9UPS8-3	
E7ESP4;E7EMF1;E9PB77;D6RG08	
P07197;E7ESP9;E7EMV2;P07197-2	
E7ESW6;Q6ZQQ6-2;Q6ZQQ6	+
Q9H2X0;E7ESX1;Q9H2X0-5;Q9H2X0-4;Q9H2X0-2;Q9H2X0-3	
Q9NXR8;E7ET07	
P00749;E7ET40;P00749-2;S4R3G7	
Q8WW38;E7ET52;Q8WW38-2	
P35670;E7ET55;F5H748;P35670-3;P35670-4;F5H562;P35670-2	
Q86UW9;Q86UW9-2;E7ET89	
E7ETA6;Q15154;H0YBA1;E7EV93;E9PGW9;Q15154-3;E5RGQ4	
Q9ULA0;E7ETB3;E7EMB6;F8WAN0	
E7ETC6;H0YA72;Q86YL7-5;Q86YL7-6;Q86YL7;Q86YL7-4;Q86YL7-3	
P05156;G3XAM2;E7ETH0;A0A087X0I2;D6R9Z8	
Q8N2H4;E7ETM6;F2Z2A3;H3BUS1;Q5QPU8;Q8N2H4-2	
E7ETN3;Q5ST52	+
Q96PP8;E7ETN8;Q96PP8-2	
P29558;E7ETU5;F6Y5H0;P29558-2;E7EPF2	
P09001;H0Y9G6;E7ETU7;E9PF06;D6RC14;D6RBQ5	
Q9UPE1;E7ETV6;Q9UPE1-4;A8MPP7;A8MPY5;Q9UPE1-2;Q9UPE1-3;H7C2I2;H7C1T4	
E7ETY2;Q13428-7;Q13428-5;H0YA99;H0YAB7	
Q9Y6E2;E7ETZ4;Q75MG1;E7EMS9;C9JF98;Q9Y6E2-2;E9PFE3;F8WDX8	
E7EU04;P14207;F5H4Z6;F5GZ45;F5GXV3;J3KR13;J3KQP4;F5H5L8;A0A087WWY2;A0A087WYI3;P41439-2	
P16671;E7EU05;P16671-3;P16671-4;E9PLT1;P16671-2;E7EX47;E9PJX8;E9PC45;E7EVU1;E7ERZ9;E7EWI4	
P68400;E7EU96;Q5U5J2;Q8NEV1;P68400-2;V9GYA2;V9GY80;A0A087WY74;V9GYW6	
E7EUC7;A0A087WYS1;C9JQU9	+
Q13822;Q13822-3;E7EUF1;Q13822-2;E5RIA2	
Q9H902;E7EUF7;Q9H902-2;Q9H902-3;F8W897;U3KPV7	
E7EUI6	+
E7EUI8;E7EM57	
P11150;E7EUJ1;E7EUK6	
E7EUN2;A0A087X1U1;F5GXM9;A0A087X044;C9J8Z2;Q8TF27;A0A096LNP0;A8MT82	
O15484;E7EV01;A0A087X0C8;K7EP62;E9PS73	
E7EV03	+
Q9BTC8;E7EV10;Q9BTC8-2;E9PCS8;E7EQY4;D6W5A2;H0YIT0;E9PF88	
E7EV46;Q8N328	
E7EV54;I3L4P1	+
E7EV59;Q8NEY4;Q8NEY4-2	+
E7EVA0;P27816-4;B5MEG9	
O60941;E7EVB6;O60941-7;E9PEY4;O60941-4;O60941-2;O60941-6;O60941-5;F8W9U0;E9PE76;E7ES64;F8WD22	
E7EVC7;Q676U5-2;Q676U5-5;C9J1B2;C9JAY7;C9JK97;C9J8C6	
E7EVH7;Q07866-2;G3V2E7;Q07866-8;Q07866-10;G5E9S8;G3V2P7;H0YJU9;H0YJT3;Q96IL0;H0YGB8;H0YJK3;G3V4L6;H7BZ67	+
E7EVJ5;Q96F07-2;Q96F07;H7C229;E7EW33;A0A087WWZ1;A0A087WTQ3;A0A087WVE1;A0A087WZL7	
P08684;E7EVM8	+
E7EVQ3;O15123-3;O15123;O15123-2	
E7EVQ5	+
Q8TC71;E7EVV3;D6RAX6;D6RGI2;D6RAW7	
Q8WWY3;E7EVX8;Q8WWY3-4;Q8WWY3-2;Q8WWY3-3;E7EU94;E7ESX0;E7EN72	
Q86UP3;Q86UP3-2;E7EVZ1;Q86UP3-4;Q86UP3-5;Q86UP3-3;H0YC81;H0YBV0;E5RI93;E5RGK3;E5RHS1;E5RG79	
E7EW18;E5RIJ0;H0YBX1;E5RG65;H0YAV8	+
E7EW31	
Q7Z2H8;E7EW39;Q7Z2H8-3;E5RHG5;Q7Z2H8-4;E5RG64;E5RI40;H0YB60	
E7EW59;Q9Y467-3;F5H433;A0A087X1T9	
O75077;E7EWD3;O75077-3;O75077-2	
Q76L83;E7EWD6;Q76L83-2	
O95718;E7EWD9;O95718-3;O95718-2;P62508;P62508-4;P62508-2;P62508-3;P62508-5	
E7EWE5;P51659-3;P51659-2;G5E9S2;E7ET17;E7EPL9	+
E7EWH9	
E7EWM1	+
P33240;E9PID8;E7EWR4;P33240-2;A0A0A0MT56	
P23588;E7EX17;P23588-2;F8VP89;F8VX11;F8VSC7;F8W0K0;F8VYE9;F8VRU1	
E7EX41;F5H2I2;F5H735	+
Q05682-3;E7EX44;Q05682-6;Q05682-2	
E7EX90;Q14203-3;Q14203-4;Q14203-5;Q6AWB1;E7EWF7;C9JJD0;C9JZA4;C9JTE5;C9JJN7;C9JKG6;C9J1B7;C9JUI8	
Q8WVB6;Q8WVB6-2;E7EXA6;A0A0D9SF58;Q8WVB6-3;F8WCC1;H0Y7D3	
E9NSU1;K7EKN6;K7ELI3;M0QYS8;K7EQM7;K7EJF6	+
E9PAM4	+
E9PAV3;E9PAV3-2;F8VZJ2;H0YHX9;Q13765;F8W0W4;F8W1N5;F8VNW4;F8VZ58;Q9H009	
E9PB61;Q86V81	
E9PBE3;Q8N3I7;Q8N3I7-2;F8WBR7	+
Q9NQ86;E9PBG3;Q9NQ86-4	
Q01638;E9PC41;Q01638-3;Q01638-2	
P53667;E9PC47;P53667-4;P53667-2;P53667-3	
E9PC62;O95319;V9GYD9;Q5VZZ6;O95319-5;O95319-2;O95319-4;O95319-3;V9GY47	
E9PC69;Q7KZI7;Q7KZI7-8;Q7KZI7-16;Q7KZI7-11;Q7KZI7-4;Q7KZI7-14;Q7KZI7-15;Q7KZI7-9;Q7KZI7-5;Q7KZI7-3;Q7KZI7-6;E7ETY4;Q7KZI7-13;Q7KZI7-12;Q7KZI7-7;Q7KZI7-2;Q7KZI7-10;F5H4F6;F5H6N2;F5H4J8	
Q13144;E9PC74;H7C2X0;C9JRD9	
P14635;H0YA62;E9PC90;P14635-2;H1UBN3	
Q9NY57;E9PCC0;Q9NY57-2	
E9PCP1	+
E9PCR7;E9PDF2;Q02218-2;E9PFG7	
E9PCT1	+
E9PCT5	+
E9PCX5;Q8NDZ6;B7Z6T3;Q8NDZ6-2;D6RAR3;E9PFW6;D6RBE8;D6RAK4;B7Z6A5;Q8NDZ6-3	
E9PCX7;H0Y8P5;D6RCR6	
Q96AX9;E9PD12;Q96AX9-4;Q96AX9-2;Q96AX9-12;Q96AX9-11;Q96AX9-14;D6RAZ0;Q96AX9-10;Q96AX9-8;Q96AX9-7;Q96AX9-3;Q96AX9-13;F2Z2L2;Q96AX9-6;Q96AX9-5;H0YAM8;Q96AX9-9;D6RED3;J3QR95;D6RFJ2;D6RE96;J3QLE0;D6R9Q6	
P35916;E9PD35;P35916-1;P35916-3;B5A927	
Q92540;E9PD50;Q92540-2;Q92540-5;Q92540-4;B1ALB4;E9PEK3;D6RAD0;E9PBK2	
P53805;P53805-2;E9PD55;E9PDJ2;P53805-3;V9GYW9;P53805-4	
E9PDE8	+
O43795;E9PDF6;E7EQD9;C9JYW1;C9JUP5	
O60641;E9PDG8;O60641-4;E5RGY9;O60641-3;E5RFC6;E5RK51;E5RIJ5;E5RFU0;E5RHK9;E5RJY3;E5RK53;E5RGP8;H0YBT2;O60641-2	
E9PDK2;A0A0A0MRZ1;Q9H9P5;Q9H9P5-3;Q9H9P5-1;Q9H9P5-2;Q9H9P5-5	
P42658;E9PF59;E9PDL2;P42658-2	
Q05084;E9PDL4;Q05084-3;Q05084-2	
E9PDM8	+
P05166;E9PDR0;C9JQS9;E7EX59;P05166-2;E7EUY3;E7ETT1;E7ETT4;E9PEC3;F8WBI9;E7ENC1;H7C5C9;C9JVY9;C9JVW9;C9JAW3	
P17927;Q5SR44;E9PDY4;E9PQN4;H0YE06;Q2VPA4;A0A0C4DGF5;Q2VPA4-3	
Q86UD5;E9PE63;D6RGJ7;B7Z676;Q86UD5-2	
E9PEB9;F6QMI7;E9PHM6;Q03001-8;E7ETB9;Q6P0N6;Q5T0V7;H0YC82;Q03001-10;H0YBX0;E7ESK0;E7ERX3;H0YAT7;Q03001-11;Q03001-12	
P98196;E9PEJ6;H0Y547;H0Y8F0	
Q8WYH8;E9PEN0;Q8WYH8-2;Q9UNL4;Q9UNL4-2;Q9UNL4-4;Q9UNL4-5;Q9UNL4-8;Q9UNL4-3;Q9UNL4-7;Q9UNL4-6	
P08048;P17010;E9PEP7;P17010-2;P08048-2;P08048-3;P17010-3	
O15530;E9PER6;O15530-2;O15530-3;O15530-5;O15530-4;Q6A1A2;H3BQ10;H3BPW1	
E9PEW8;C9JRG0	+
Q8IWT3;E9PEZ1;Q8IWT3-3;H0Y8H9;H0YA00	
Q9Y4P3;E9PF19;Q96E41;A0A087WXC6;F8WDI9;F8WCR3	
H0YAY3;E9PF32;A2RUS2;A2RUS2-2;E5RHH2;E5RI43;E5RIR7;B3KRG7;E5RJ42;H0YBK9;A2RUS2-4;A2RUS2-3;H0YBH5	
E9PF55;H7C3Z4;C9JI43;C9JFT7;C9JZT0	
Q9H334;E9PFD3;Q9H334-4;A0A0B4J2F3;Q9H334-7;G5E965;H0Y882;Q9H334-3;Q9H334-6;C9J0F0;A0A087X299;Q9H334-2;Q9H334-8;A0A087X2G3;C9J5T4;C9IYY1;A0A087WVT2;Q0PRL4	
Q9UJ41;E9PFK9;Q9UJ41-2;Q9UJ41-4;Q9UJ41-3;Q3HKR1;A0A0A0MSJ3;V9GYI8;E9PHB8;C9JDA2	
P57721;E9PFP8;P57721-5;P57721-4;J3QT27;P57721-2;P57721-3	+
Q14738;E9PFR3;Q14738-2;H0Y8C4;Q14738-3;H7C5Q9	
E9PFZ2	
Q9BXJ4;E9PGA6;Q9BXJ4-2;Q9BXJ4-3	
P20936;E9PGC0;P20936-2;P20936-4;P20936-3	
E9PGC8;P78559;P78559-2	
E9PGF5;A0A087WWW7;H0Y4U1	
E9PGF6	
E9PGM1;C9J987	
E9PGP6;Q9UGJ0;Q9UGJ0-3;Q9UGJ0-2;C9JUG1;F8WDB5;F8WDA1	
Q96H78;E9PGQ0	
Q15418;Q15418-2;E9PGT3;Q15418-4;Q15418-3;E9PMM7;E9PAN7;Q5SVM6;Q5SVM7	
P45844-8;E9PGV9;P45844;P45844-2;P45844-7;P45844-6;P45844-5;P45844-4;P45844-3	
E9PH57;P15884-3;H3BTP3;P15884-4;P15884-13;P15884-11;P15884-2;A0A0D9SG78;A0A0D9SFU5;A0A0D9SGE5;A0A0D9SEK1;A0A0D9SEZ3;H3BT24;G0LNT4;A0A0D9SF97;A0A0D9SG55;H3BPG3;H3BNZ2;K7ESI6;H3BRF7;A0A0D9SEX8;A0A0D9SG61;A0A075B723;A0A0D9SFX5;H3BTZ0;H3BNI2;A0A0D9SGH7;G0LNT7;A0A0D9SGE7;H3BTM9;A0A0D9SGE4;H3BMC8;H3BUQ3;H3BTC3;H3BP59;H3BT95;A0A0D9SF18	
Q9Y4E5;E9PH99;Q9Y4E5-2;D6RIA1	
Q15003;E9PHA2;C9J470;Q15003-2;C9JZP1;H7C415	
Q9Y6X2;E9PHH8;E7ESB4	
P28290;E9PHV5;P28290-2;P28290-3;E7EUL7;H7BZ26	
E9PHW9;B7Z651;D6R9U4	+
E9PHY5;I6L9B1	
Q8NDA8;E9PHY8;Q8NDA8-2;Q8NDA8-7;Q8NDA8-3;Q8NDA8-4;Q8NDA8-6;Q8NDA8-5	
Q9Y256;E9PKA7;E9PI08	
E9PI21	+
E9PIE4	
E9PRL9;E9PII8;E9PPX4;Q15782-5;Q15782;H0YE91;E9PIX1;E9PR52;Q15782-6	
O14683;E9PN66;E9PKN9;E9PS55;E9PMW4;E9PQ46;E9PIN5;E9PIK4;U3KQ32;E9PKZ4;E9PPM1;E9PNB3;E9PMY0	
P04216;E9PIM6;E9PNQ8;J3QRJ3	
Q9P1Y6;E9PJ24;F8WEF5;Q9P1Y6-3;Q9P1Y6-2	
E9PJ55;Q9NUJ3;E9PP52;H0YES4;R4GNF5;E9PMB0;E9PS88	
E9PJ74;E9PI82	+
E9PJD7;Q6ZMK1;Q6ZMK1-2;E9PQ42;Q6ZMK1-4	
Q9HCU9;E9PJF5;H0YCF7;G5E9I4;E9PPD1	
E9PJN9	
E9PJU8	
E9PKJ0;E9PJW4	+
E9PK01;E9PI39;E9PQ49;E9PPR1;E9PL12;E9PMW7;E9PIZ1;H0YCK7;E9PK72;E9PKK3;E9PNW6;E9PQC9	+
Q7Z5B4;E9PK46;Q7Z5B4-5;Q7Z5B4-3;Q7Z5B4-2	
E9PK52;E9PII3	
Q53GL7;E9PK67;E9PNI7;E9PPE7;F8W8G7;E9PJI2;E9PPV8;E9PIA6;E9PIK9;E9PM86;E9PSE7;E9PQQ6;E9PPU2;E9PSG8;E9PLE8	
E9PK80;B7WNN4	+
Q9NYF8-3;E9PK91;E9PK09;E9PQN2;E9PKI6;E9PJA7;H0YF00;H0YF63	
E9PKF3	
E9PKG0	
E9PKH0	+
E9PKL7	+
P17480-2;E9PKP7;E9PMM2;H0YDH7	
E9PKQ1;E9PP63	+
E9PKQ5;J3KN19;E9PPJ7;H0YD95;E9PRC2	+
Q92989;E9PL17;Q92989-2;E9PJM4	
E9PL24;A0A0C4DFQ0;Q5VU43-2;E9PQG4	
E9PL40;H0YB98;Q96SJ8	
E9PL57;F8VSA6;E9PS38;S4R3E9;Q86V88-3;Q86V88-2	
Q8N9N8;E9PLI6;E9PS76;E9PNH5;E9PQD0;E9PS30	
P55786;E9PLK3;P55786-2;A6NEC2;E9PP11;H0YDG0;A6NEC2-2;E9PJY4;E9PPD4;H0YCQ5;E9PJF9;E9PPZ2;A6NEC2-3;E9PRQ5	
P46776;E9PLL6;E9PJD9;E9PLX7;E9PKT2;H0YF34	
P21741;E9PPJ5;E9PLM6;P21741-2	
O95677;E9PLN6;F2Z2Y1;O95677-5;O95677-2;O95677-4;E7ESD5;O95677-3	
E9PLU0;E9PRI6	
E9PLW5;R4GN25	+
E9PLY5	
Q1EHB4;E9PLZ7;G3V1E3;Q1EHB4-2	
P35790;E9PM06;P35790-2	
Q13490;E9PMH5;A0A087X2B2;Q13490-2;E9PIW1;H0YDY3;E9PI77;E9PNM6;E9PQZ9	
E9PR90;E9PMI0;Q6UX15-2;Q6UX15;E9PQU7	
P54105;E9PMI6;J3KN38;E9PJF4;E9PQ83	
Q9BPY3;E9PMJ2;J3KP39;G3V179;E9PIM5;E9PMW3	
Q00613;E9PMQ6;Q00613-2;E9PI02;A0A087X1F9	
P48509;E9PMR4;E9PRJ3;K4DIB7;E9PP93;E9PK37;E9PJE8;E9PSA1;E9PJC8;E9PLZ6	
E9PMS6	
E9PMV2	
E9PMV8	+
Q6YBV0;E9PN09	
O00559;E9PND3;E9PN10;O00559-2;E9PJ40	
E9PN58	+
E9PN89	
Q96H72;K4DIA9;E9PNE7;G3V1B2;Q96H72-2;K4DIB5;E9PSA8;E9PRH4;E9PNN7	
E9PNQ6;Q16881-6;E9PJU2	+
E9PNV3;E9PQ82	
Q9BYZ8;E9PNV6	
P13987;E9PNW4;E9PR17;H0YET2;E9PI80	
E9PNZ4;E9PLY0	+
E9PPB1	
Q9NPH5;E9PPP2;Q9NPH5-9;Q9NPH5-6;Q9NPH5-8;E9PI95;Q9NPH5-2;Q9NPH5-5;Q9NPH5-3;Q9NPH5-4	+
E9PPV6;E9PR70;E9PK86;E9PMI5;E9PNX1;E9PIG2;E9PRS3;E9PJH8;E9PQ34;E9PLA6	+
Q8TDW7;E9PQ73;Q8TDW7-3;Q8TDW7-2;G5EA25	
P50607;E9PQR4;P50607-2;O00294;A0A087WT25;O00294-2	
O43189-2;E9PQT8;E9PQZ5;A2AB23;A2AB22;A0A087WVG4	
Q9NQP4;E9PQY2	
E9PR30;P62861;E9PM49;E9PMS9;J3KN89;P35544	
P02511;E9PR44;A0A024R3B9;E9PJL7;E9PNH7;E9PRA8;H0YCW8;E9PS12;E9PRS4	
Q9UHL0;E9PR46;J3QL17;Q9UHL0-2	+
Q9H063;E9PR76;E9PSH4;E9PJ05	
E9PRE2	
Q96NY9;E9PRI1;H0YDE3;H0YDU2	
E9PRJ1	
E9PRQ4	
P29692-2;E9PRY8;A0A087X1X7;H0YE72;H0YE58;E9PKH7;E9PNC8;E9PPY1;E9PJV8;E9PN56;E9PN71;E9PRL0;E9PQR8	
E9PS00;Q9Y5Q0;H0YED5;E9PKP8;H0YCN1;E9PPZ4;E9PQC2	
Q96BW1;E9PSD7;A0A0A0MRR5;Q96BW1-3	
E9PSI1;O15321;E9PMQ9;O15321-2;E9PL78;E9PJM1;E9PQ80;E9PQY7;E9PS99;E9PJC4;E9PQI5;H0YI89	
P10589;F1DAL9	+
Q9NQG7;Q9NQG7-3;F1LLU8;Q9NQG7-2;Q9NQG7-4	
Q9ULU8;F1T0E5;Q9ULU8-3;Q9ULU8-4;Q9ULU8-2;Q9ULU8-5;H7C538;A0A0C4DGY2;H7C4K9;H0YFP0;H7C4P2	
F1T0I1;O15027-2;O15027-4;O15027-3;X6RGP5	
Q9BVH7;F2Z2C8	+
Q86VI3;F2Z2E2	
F2Z2G5;F2Z2G4;Q8IUB2;H0Y2V5	+
Q16875;F2Z2I2;Q5W015;Q5VX20;Q16875-3;Q16875-2;Q16875-4;H0Y483	
Q15349;F2Z2J1;Q15349-3;Q15349-2;B7Z3B5	
F2Z2Q0	+
P23025;F2Z2T2	
F2Z2U4;C9K0N1	
Q96C11;F2Z2V1;Q96C11-3;Q96C11-5;C9J015;Q96C11-4;Q96C11-2;Q96C11-6;J3QKV9	
Q8IZ69;F2Z2W7;Q8IZ69-2;C9K041;H7C100;H7BZZ4	
O00746;Q4TT34;F2Z2X0;A0A087WVT9;H0Y6J0;O00746-2;A2IDC9	
Q9C0E2;F2Z2X4	
F2Z337	
Q15306;F2Z3D5;Q15306-2	
Q13889;F5GWD3;Q13889-2;F5GXG6;F5H6X0;H0YFF7;F5GX35;F5H4K7;A0A087WYD5;F5H3G1	
P61165;F5GWH5	
O00750;F5GWN5;Q5SW98	
Q9H4A3;Q9H4A3-5;F5GWT4;Q9H4A3-2;Q9H4A3-6;Q9H4A3-7;Q9H4A3-4;F6UYG0;H0YH68;H0YFF1	
Q5HYJ3;F5GX09;Q5HYJ3-2;Q5HYJ3-3;F5H5F4	
F5GX19;F5H3Y3;H0YFI1;F5H479	+
F5GX51;Q9Y4F9;Q9Y4F9-2;A0A0C4DGT0;F5H029;B7Z6U4	
F5GX61	+
F5GX84;H7C3D2;C9IYS1	+
F5GX88	+
F5GXE4;O95260-2;B4E107;Q5SQQ1	
P22736;F5GXF0;P22736-2;H3BSB9;F8VVX9;H3BT85;P22736-3	
F5GXJ1	+
F5GXK8	
F5GXW1	+
O95415;F5GXW6	
P61803;F5GXX5;F5H895;A0A0B4J239	
F5GY77	+
F5GY80;F5H7G1	
Q8N8E3;F5GYE8;J3QQV3;J3QSA5;Q8N8E3-2	
Q9NX18;F5GYJ5;F8W679;M0QYN2;F5GXW4;M0R060;F5H5T6;F5H8E2	
Q86XR8;F5GYW0;Q86XR8-2;Q86XR8-4;Q86XR8-5;Q86XR8-3;F5H0C6;F5H1B0;H0YFT8;F5GXS6;F5H6R3	
Q7Z745;F5GZ06;Q7Z745-2	
Q9UF11-2;F5H3M1;F5H1B8;F5GZH3;F5H866;F5GZ38;Q9UF11-4;Q9UF11;F5H190;F5GYU9;F5H114;F5H0R6;F5GY87;Q9UF11-3	
Q9Y3C0;F5GZ97;F5GWI9;F5GXZ7;H0YGN0;F5H0A7;F5GXZ4;F5H2P1	
Q9NUD7;Q5JYC3;F5GZA9	
F5GZG1	
Q96P44;F5GZK2;Q96P44-3;Q96P44-2;H0Y4C9;A6PVD9	
F5GZP6	+
P08195;F5GZS6;P08195-3;J3KPF3;P08195-2;P08195-4;H0YFS2;F5H0E2;F5GZI0;H0YFX4;F5GZR9	
P23763;F5GZV7;P23763-2;P23763-3	
Q9H0R8;F5GZY7;Q9H0R8-2;F5GX12;F5H007;G3V1T7	
P19438;F5H061;P19438-3;P19438-2;F5H6Z2;F5H6V7;F5H8A6;P19438-5;P19438-4	
Q9Y4C1;F5H070;F8WE62;C9JC73;C9J7Q7	
F5H0E3	+
F5H0N7	+
F5H0R1;Q9H6E5;H3BRB1;C9JBX0	
F5H0Y5	+
F5H126;F5H6C1;F5H1N2;F5GZC2;O43581-2;O43581;F5GX00;F5H8G7	
F5H136;F5H676;F5H726	
P29375;F5H1F7;P29375-2;E7EV89;F5H322;F5GZR8	
Q92521;F5H1S1;H3BS45	
P15822;F5H212;C9JZF8;C9JAW2;C9J2N3	
F5H265;P0CG48;P0CG47;F5H6Q2;F5GYU3;F5H2Z3;B4DV12;F5H388;F5H747;F5GXK7;J3QKN0;Q5PY61;Q96C32;J3QS39;P62987;J3QTR3;M0R1V7;J3QLP7;J3QRK5;M0R1M6;J3QSA3;F5GZ39;K7EMA8;J3KSM4	+
F5H269;Q9Y485;E7EMZ0	
F5H280;Q9NYS7;Q9NYS7-2;Q9NYS7-3;F5GXB6	
P52926;F5H2U8;F5H2A4;F5H6H0;P52926-3;P52926-6;P52926-4;P52926-5;P52926-2	
F5H2F4;V9GYY3;V9GY75	
Q9BQI9;F5H2G5;F5H065;Q9BQI9-2	
Q86SQ4;Q86SQ4-3;F5H2L1;Q86SQ4-2;Q86SQ4-4	
